Date,price,volume
2019-03-03 05:44:00+00:00,3821.18,6.110804
2019-03-03 05:45:00+00:00,3820.93,12.547068
2019-03-03 05:46:00+00:00,3820.91,5.725107
2019-03-03 05:47:00+00:00,3821.98,4.582714
2019-03-03 05:48:00+00:00,3822.77,5.696216
2019-03-03 05:49:00+00:00,3824.06,6.134543
2019-03-03 05:50:00+00:00,3824.13,7.373498
2019-03-03 05:51:00+00:00,3824.09,16.659198
2019-03-03 05:52:00+00:00,3824.28,8.422567
2019-03-03 05:53:00+00:00,3824.43,8.137476
2019-03-03 05:54:00+00:00,3824.29,8.295562
2019-03-03 05:55:00+00:00,3823.79,9.352684
2019-03-03 05:56:00+00:00,3824.01,8.29088999
2019-03-03 05:57:00+00:00,3824.92,4.947428
2019-03-03 05:58:00+00:00,3824.5,6.394225
2019-03-03 05:59:00+00:00,3825.22,11.523451
2019-03-03 06:00:00+00:00,3824.07,7.283495
2019-03-03 06:01:00+00:00,3825,3.15682
2019-03-03 06:02:00+00:00,3825.07,6.423395
2019-03-03 06:03:00+00:00,3825.81,8.213793
2019-03-03 06:04:00+00:00,3825.01,3.534264
2019-03-03 06:05:00+00:00,3825.94,5.105545
2019-03-03 06:06:00+00:00,3825.05,8.814836
2019-03-03 06:07:00+00:00,3825.94,7.391661
2019-03-03 06:08:00+00:00,3825.99,5.992523
2019-03-03 06:09:00+00:00,3826.65,12.674181
2019-03-03 06:10:00+00:00,3826.32,12.928664
2019-03-03 06:11:00+00:00,3825.9,16.334047
2019-03-03 06:12:00+00:00,3825.94,22.742105
2019-03-03 06:13:00+00:00,3826.1,12.175935
2019-03-03 06:14:00+00:00,3825.03,11.184727
2019-03-03 06:15:00+00:00,3825,12.358081
2019-03-03 06:16:00+00:00,3825.56,18.804863
2019-03-03 06:17:00+00:00,3825.57,17.566419
2019-03-03 06:18:00+00:00,3822.89,12.437795
2019-03-03 06:19:00+00:00,3823.18,8.95713499
2019-03-03 06:20:00+00:00,3824.52,7.078913
2019-03-03 06:21:00+00:00,3824.92,6.946398
2019-03-03 06:22:00+00:00,3824.92,9.598233
2019-03-03 06:23:00+00:00,3824.94,8.53128899
2019-03-03 06:24:00+00:00,3825.33,16.702303
2019-03-03 06:25:00+00:00,3826.2,14.676165
2019-03-03 06:26:00+00:00,3827.07,10.368911
2019-03-03 06:27:00+00:00,3826.97,17.630272
2019-03-03 06:28:00+00:00,3825.43,8.154641
2019-03-03 06:29:00+00:00,3826.79,5.678605
2019-03-03 06:30:00+00:00,3826.52,13.101636
2019-03-03 06:31:00+00:00,3826.7,10.228104
2019-03-03 06:32:00+00:00,3826.72,10.62187499
2019-03-03 06:33:00+00:00,3825.52,11.137728
2019-03-03 06:34:00+00:00,3824.11,11.164738
2019-03-03 06:35:00+00:00,3821.98,14.291935
2019-03-03 06:36:00+00:00,3822.81,6.855799
2019-03-03 06:37:00+00:00,3823,19.290022
2019-03-03 06:38:00+00:00,3822.11,5.921563
2019-03-03 06:39:00+00:00,3823.06,11.388929
2019-03-03 06:40:00+00:00,3822.08,10.91517
2019-03-03 06:41:00+00:00,3821.49,16.14599799
2019-03-03 06:42:00+00:00,3822.88,9.880742
2019-03-03 06:43:00+00:00,3823.18,26.61887
2019-03-03 06:44:00+00:00,3823.85,17.167918
2019-03-03 06:45:00+00:00,3823.67,12.471209
2019-03-03 06:46:00+00:00,3823.68,10.185495
2019-03-03 06:47:00+00:00,3822.79,8.80168699
2019-03-03 06:48:00+00:00,3824.05,6.428628
2019-03-03 06:49:00+00:00,3824.35,8.63790599
2019-03-03 06:50:00+00:00,3824.5,6.838147
2019-03-03 06:51:00+00:00,3824.33,12.377063
2019-03-03 06:52:00+00:00,3824.17,8.19225499
2019-03-03 06:53:00+00:00,3824.16,7.752672
2019-03-03 06:54:00+00:00,3824.6,7.946239
2019-03-03 06:55:00+00:00,3824.5,4.940196
2019-03-03 06:56:00+00:00,3824.35,8.06120499
2019-03-03 06:57:00+00:00,3824.31,11.755486
2019-03-03 06:58:00+00:00,3824.31,23.483155
2019-03-03 06:59:00+00:00,3824,18.06728199
2019-03-03 07:00:00+00:00,3824.33,9.076528
2019-03-03 07:01:00+00:00,3822.84,18.566295
2019-03-03 07:02:00+00:00,3822.94,10.106646
2019-03-03 07:03:00+00:00,3822.61,7.381048
2019-03-03 07:04:00+00:00,3821.36,7.723415
2019-03-03 07:05:00+00:00,3820.34,13.43869
2019-03-03 07:06:00+00:00,3821.7,11.347099
2019-03-03 07:07:00+00:00,3822.63,16.72744
2019-03-03 07:08:00+00:00,3822.56,10.062727
2019-03-03 07:09:00+00:00,3822.12,21.287506
2019-03-03 07:10:00+00:00,3822.36,14.117823
2019-03-03 07:11:00+00:00,3822.94,9.082215
2019-03-03 07:12:00+00:00,3824.62,12.776971
2019-03-03 07:13:00+00:00,3823.74,6.029057
2019-03-03 07:14:00+00:00,3824.47,5.344814
2019-03-03 07:15:00+00:00,3823.07,7.096405
2019-03-03 07:16:00+00:00,3824.3,8.743035
2019-03-03 07:17:00+00:00,3823.56,9.631012
2019-03-03 07:18:00+00:00,3824.02,5.442852
2019-03-03 07:19:00+00:00,3821.78,12.936991
2019-03-03 07:20:00+00:00,3821.97,6.197842
2019-03-03 07:21:00+00:00,3824.29,31.343188
2019-03-03 07:22:00+00:00,3825.15,25.003375
2019-03-03 07:23:00+00:00,3825.16,9.071134
2019-03-03 07:24:00+00:00,3825.43,6.884781
2019-03-03 07:25:00+00:00,3826.19,9.84615
2019-03-03 07:26:00+00:00,3826.2,6.951069
2019-03-03 07:27:00+00:00,3826.98,9.648458
2019-03-03 07:28:00+00:00,3826.22,9.762632
2019-03-03 07:29:00+00:00,3825.97,12.213341
2019-03-03 07:30:00+00:00,3825.01,18.077542
2019-03-03 07:31:00+00:00,3825.25,17.17874399
2019-03-03 07:32:00+00:00,3826.99,66.92577799
2019-03-03 07:33:00+00:00,3826.9,13.977411
2019-03-03 07:34:00+00:00,3828.5,13.499653
2019-03-03 07:35:00+00:00,3828.06,18.243406
2019-03-03 07:36:00+00:00,3827.52,21.686967
2019-03-03 07:37:00+00:00,3828.07,12.378203
2019-03-03 07:38:00+00:00,3828.16,5.797831
